key                             	DMIN	DMAX	AC	LEVEL	STR	DEX	MAG	VIT	DUR
ITEM_MAIL_5                     	     0	     0	    60	    28	    65	     0	     0	     0	    80
ITEM_MARTEAU_PIERRE             	    10	    12	     0	    14	     0	     0	     0	     0	    60
ITEM_MEDAILLON                  	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_MMBOW                      	     8	    10	     0	    16	     0	     0	     0	     0	    80
ITEM_PARCHSACRE                 	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_PIERREDAME                 	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_POTION                     	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_POTION_ANTIPOISON          	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_POTION_DEXTERITY           	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_POTION_HEALING             	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_POTION_JOUVENCE            	     0	     0	     0	    28	     0	     0	     0	     0	     0
ITEM_POTION_MAGIC               	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_POTION_MANA                	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_POTION_POISON              	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_POTION_STRENGTH            	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_POTION_SURPRISE            	     0	     0	     0	    16	     0	     0	     0	     0	     0
ITEM_POTION_VITALITY            	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_RAGS_1                     	     0	     0	     2	     0	     0	     0	     0	     0	    10
ITEM_RAGS_2                     	     0	     0	     4	     2	     0	     0	     0	     0	    15
ITEM_RAGS_3                     	     0	     0	     8	     4	     0	     0	     0	     0	    20
ITEM_RAGS_4                     	     0	     0	    12	     6	     0	     0	     0	     0	    25
ITEM_RAGS_5                     	     0	     0	    16	     8	     0	     0	     0	     0	    30
ITEM_RING                       	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_RING2                      	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_RING3                      	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_RING4                      	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_ROBE01                     	     0	     0	    24	    10	     0	     0	     0	     0	    35
ITEM_ROBE02                     	     0	     0	    28	    12	     0	     0	     5	     0	    40
ITEM_ROBE03                     	     0	     0	    32	    14	     0	     0	    10	     0	    45
ITEM_ROBE04                     	     0	     0	    36	    16	     0	     0	    15	     0	    50
ITEM_ROBE05                     	     0	     0	    40	    18	     0	     0	    20	     0	    55
ITEM_ROBE06                     	     0	     0	    44	    20	     0	     0	    30	     0	    60
ITEM_ROBE07                     	     0	     0	    48	    22	     0	     0	    40	     0	    65
ITEM_ROBE08                     	     0	     0	    52	    24	     0	     0	    55	     0	    70
ITEM_ROBE09                     	     0	     0	    56	    26	     0	     0	    60	     0	    75
ITEM_ROBE10                     	     0	     0	    60	    28	     0	     0	    65	     0	    80
ITEM_RUNFIXATION                	     0	     0	     0	    30	     0	     0	    80	     0	   100
ITEM_SCEPTRE1                   	     2	     4	     0	     5	     0	     0	     0	     0	    10
ITEM_SCEPTRE2                   	     2	     4	     0	    10	     0	     0	     0	     0	    10
ITEM_SCEPTRE3                   	     2	     4	     0	    15	     0	     0	     0	     0	    10
ITEM_SCEPTRE4                   	     2	     4	     0	    20	     0	     0	     0	     0	    10
ITEM_SCROLL                     	     0	     0	     0	    15	     0	     0	     0	     0	     0
ITEM_SCROLL_ABSORPTION          	     0	     0	     0	    13	     0	     0	     0	     0	     0
ITEM_SCROLL_BENEDICTION         	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_SCROLL_BERSERKER           	     0	     0	     0	    13	     0	     0	     0	     0	     0
ITEM_SCROLL_DETECTION           	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_SCROLL_ECLAIR              	     0	     0	     0	     1	     0	     0	     0	     0	     0
ITEM_SCROLL_FEAR                	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_SCROLL_FIREBALL            	     0	     0	     0	     5	     0	     0	     0	     0	     0
ITEM_SCROLL_FIREWALL            	     0	     0	     0	    13	     0	     0	     0	     0	     0
ITEM_SCROLL_FLAMEWAVE           	     0	     0	     0	    21	     0	     0	     0	     0	     0
ITEM_SCROLL_FLASH               	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_SCROLL_FOOD                	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_SCROLL_GOLEM               	     0	     0	     0	    17	     0	     0	     0	     0	     0
ITEM_SCROLL_HASTE               	     0	     0	     0	     5	     0	     0	     0	     0	     0
ITEM_SCROLL_IDENTIFY            	     0	     0	     0	     1	     0	     0	     0	     0	     0
ITEM_SCROLL_INFERNO             	     0	     0	     0	    21	     0	     0	     0	     0	     0
ITEM_SCROLL_INFRAVISION         	     0	     0	     0	     1	     0	     0	     0	     0	     0
ITEM_SCROLL_INVISIBILITY        	     0	     0	     0	    17	     0	     0	     0	     0	     0
ITEM_SCROLL_LIGHT               	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_SCROLL_MAGICARMOR          	     0	     0	     0	    25	     0	     0	     0	     0	     0
ITEM_SCROLL_MAGICBOMB           	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_SCROLL_MAGICMISSILE        	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_SCROLL_NOVA                	     0	     0	     0	     5	     0	     0	     0	     0	     0
ITEM_SCROLL_POISONCLOUD         	     0	     0	     0	    21	     0	     0	     0	     0	     0
ITEM_SCROLL_REFLECTION          	     0	     0	     0	    13	     0	     0	     0	     0	     0
ITEM_SCROLL_RESURRECT           	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_SCROLL_STONECURSE          	     0	     0	     0	    21	     0	     0	     0	     0	     0
ITEM_SCROLL_TELEKINESIS         	     0	     0	     0	     1	     0	     0	     0	     0	     0
ITEM_SCROLL_TELEPORT            	     0	     0	     0	    17	     0	     0	     0	     0	     0
ITEM_SCROLL_TOWNPORTAL          	     0	     0	     0	     1	     0	     0	     0	     0	     0
ITEM_SHIELD_1                   	     0	     0	     4	     0	     0	     0	     0	     0	    15
ITEM_SHIELD_2                   	     0	     0	     8	     4	     0	     0	     0	     0	    20
ITEM_SHIELD_3                   	     0	     0	    12	     8	     0	     0	     0	     0	    25
ITEM_SHIELD_4                   	     0	     0	    16	    12	     0	     0	     0	     0	    30
ITEM_SHIELD_5                   	     0	     0	    20	    16	    30	     0	     0	     0	    35
ITEM_SHIELD_6                   	     0	     0	    24	    20	    30	    20	     0	     0	    40
ITEM_SHIELD_7                   	     0	     0	    28	    24	    60	    30	     0	     0	    45
ITEM_SHIELD_8                   	     0	     0	    32	    28	    60	    40	     0	     0	    50
ITEM_SHURINKEN                  	     2	     4	     0	     3	     0	     0	     0	     0	    10
ITEM_STAFF_1                    	     2	     4	     0	     0	     0	     0	     0	     0	    10
ITEM_STAFF_2                    	     4	    16	     0	     4	     0	     0	     0	     0	    20
ITEM_STAFF_3                    	     6	     8	     0	     8	     0	     0	     0	     0	    30
ITEM_STAFF_4                    	     8	    10	     0	    12	     0	    20	     0	     0	    40
ITEM_STAFF_5                    	    10	    12	     0	    16	    20	    40	     0	     0	    50
ITEM_STAFF_6                    	    12	    14	     0	    20	    40	    60	     0	     0	    60
ITEM_STAFF_7                    	    14	    16	     0	    24	    60	    80	     0	     0	    70
ITEM_STAFF_8                    	    16	    18	     0	    28	    80	   100	     0	     0	    80
ITEM_SWORD1H_1                  	     2	     4	     0	     0	     0	     0	     0	     0	    10
ITEM_SWORD1H_10                 	    20	    22	     0	    14	    60	     0	     0	     0	    55
ITEM_SWORD1H_11                 	    22	    24	     0	    16	    65	     0	     0	     0	    60
ITEM_SWORD1H_12                 	    24	    26	     0	    18	    70	     0	     0	     0	    65
ITEM_SWORD1H_2                  	     4	     6	     0	     1	     0	     0	     0	     0	    10
ITEM_SWORD1H_3                  	     6	     8	     0	     2	     0	     0	     0	     0	    20
ITEM_SWORD1H_4                  	     8	    10	     0	     3	     0	     0	     0	     0	    25
ITEM_SWORD1H_5                  	    10	    12	     0	     4	    35	     0	     0	     0	    30
ITEM_SWORD1H_6                  	    12	    14	     0	     6	    40	     0	     0	     0	    35
ITEM_SWORD1H_7                  	    14	    16	     0	     8	    45	     0	     0	     0	    40
ITEM_SWORD1H_8                  	    16	    18	     0	    10	    50	     0	     0	     0	    45
ITEM_SWORD1H_9                  	    18	    20	     0	    12	    55	     0	     0	     0	    50
ITEM_SWORD2H_1                  	    26	    32	     0	    20	    75	     0	     0	     0	    70
ITEM_SWORD2H_2                  	    28	    34	     0	    22	    80	     0	     0	     0	    75
ITEM_SWORD2H_3                  	    30	    36	     0	    24	    85	     0	     0	     0	    80
ITEM_SWORD2H_4                  	    32	    38	     0	    26	    90	     0	     0	     0	    85
ITEM_SWORD2H_5                  	    35	    40	     0	    28	    95	     0	     0	     0	    90
ITEM_SWORDPOISON                	     8	    16	     0	    20	    40	     0	     0	     0	    60
ITEM_SWORD_WOOD                 	     1	     1	     0	     0	     0	     0	     0	     0	     1
ITEM_THOR                       	    30	    40	     0	    18	    80	    20	     0	     0	    70
ITEM_TIME_CRYSTAL               	     0	     0	     0	     0	     0	     0	     0	     0	     0
ITEM_TORCHE                     	     1	     2	     0	     0	     0	     0	     0	     0	    20
ITEM_XAMULET_01                 	     0	     0	     0	     3	     0	     0	     0	     0	     0
ITEM_XAMULET_02                 	     0	     0	     0	     6	     0	     0	     0	     0	     0
ITEM_XAMULET_03                 	     0	     0	     0	     9	     0	     0	     0	     0	     0
ITEM_XAMULET_04                 	     0	     0	     0	    12	     0	     0	     0	     0	     0
ITEM_XAMULET_05                 	     0	     0	     0	    15	     0	     0	     0	     0	     0
ITEM_XAMULET_06                 	     0	     0	     0	    18	     0	     0	     0	     0	     0
ITEM_XAMULET_07                 	     0	     0	     0	    21	     0	     0	     0	     0	     0
ITEM_XAMULET_08                 	     0	     0	     0	    24	     0	     0	     0	     0	     0
ITEM_XAMULET_09                 	     0	     0	     0	    26	     0	     0	     0	     0	     0
ITEM_XAMULET_10                 	     0	     0	     0	    28	     0	     0	     0	     0	     0
ITEM_XARC_01                    	     2	     4	     0	     0	     0	    20	     0	     0	    20
ITEM_XARC_02                    	     4	     8	     0	     6	     0	    30	     0	     0	    30
ITEM_XARC_03                    	     8	    12	     0	    12	     0	    50	     0	     0	    40
ITEM_XARC_04                    	    12	    16	     0	    18	     0	    70	     0	     0	    50
ITEM_XARC_05                    	    16	    20	     0	    24	     0	    90	     0	     0	    60
ITEM_XARC_06                    	    20	    24	     0	    29	     0	   100	     0	     0	    70
ITEM_XARC_07                    	    24	    28	     0	    36	     0	   120	     0	     0	    80
ITEM_XARC_08                    	    28	    32	     0	    44	     0	   150	     0	     0	    90
ITEM_XARC_09                    	    32	    36	     0	    48	     0	   160	     0	     0	   100
ITEM_XARC_10                    	    36	    40	     0	    56	     0	   180	     0	     0	   120
ITEM_XARMORP_01                 	     0	     0	     2	     0	     0	     0	     0	     0	    20
ITEM_XARMORP_02                 	     0	     0	     8	     4	     0	     0	     0	    10	    25
ITEM_XARMORP_03                 	     0	     0	    14	     8	     0	     0	     0	    20	    30
ITEM_XARMORP_04                 	     0	     0	    20	    12	     0	     0	     0	    30	    35
ITEM_XARMORP_05                 	     0	     0	    26	    16	     0	     0	     0	    40	    40
ITEM_XARMORP_06                 	     0	     0	    32	    20	     0	     0	     0	    50	    45
ITEM_XARMORP_07                 	     0	     0	    38	    24	     0	     0	     0	    60	    50
ITEM_XARMORP_08                 	     0	     0	    44	    28	     0	     0	     0	    70	    55
ITEM_XARMORP_09                 	     0	     0	    50	    32	     0	     0	     0	    80	    60
ITEM_XARMORP_10                 	     0	     0	    56	    36	     0	     0	     0	    90	    65
ITEM_XARMORP_11                 	     0	     0	    62	    40	     0	     0	     0	   100	    70
ITEM_XARMORP_12                 	     0	     0	    68	    44	     0	     0	     0	   110	    75
ITEM_XARMORP_13                 	     0	     0	    74	    48	     0	     0	     0	   120	    80
ITEM_XARMORP_14                 	     0	     0	    80	    52	     0	     0	     0	   140	    85
ITEM_XARMORP_15                 	     0	     0	    86	    56	     0	     0	     0	   160	    90
ITEM_XARMORS_01                 	     0	     0	     2	     0	     0	     0	     0	     0	    20
ITEM_XARMORS_02                 	     0	     0	     8	     4	     0	     0	    10	     0	    25
ITEM_XARMORS_03                 	     0	     0	    14	     8	     0	     0	    20	     0	    30
ITEM_XARMORS_04                 	     0	     0	    20	    12	     0	     0	    30	     0	    35
ITEM_XARMORS_05                 	     0	     0	    26	    16	     0	     0	    40	     0	    40
ITEM_XARMORS_06                 	     0	     0	    32	    20	     0	     0	    50	     0	    45
ITEM_XARMORS_07                 	     0	     0	    38	    24	     0	     0	    60	     0	    50
ITEM_XARMORS_08                 	     0	     0	    44	    28	     0	     0	    70	     0	    55
ITEM_XARMORS_09                 	     0	     0	    50	    32	     0	     0	    80	     0	    60
ITEM_XARMORS_10                 	     0	     0	    56	    36	     0	     0	    90	     0	    65
ITEM_XARMORS_11                 	     0	     0	    62	    40	     0	     0	   100	     0	    70
ITEM_XARMORS_12                 	     0	     0	    68	    44	     0	     0	   110	     0	    75
ITEM_XARMORS_13                 	     0	     0	    74	    48	     0	     0	   120	     0	    80
ITEM_XARMORS_14                 	     0	     0	    80	    52	     0	     0	   140	     0	    85
ITEM_XARMORS_15                 	     0	     0	    86	    56	     0	     0	   160	     0	    90
ITEM_XARMORV_01                 	     0	     0	     2	     0	     0	     0	     0	     0	    20
ITEM_XARMORV_02                 	     0	     0	     8	     4	     0	    10	     0	     0	    25
ITEM_XARMORV_03                 	     0	     0	    14	     8	     0	    20	     0	     0	    30
ITEM_XARMORV_04                 	     0	     0	    20	    12	     0	    30	     0	     0	    35
ITEM_XARMORV_05                 	     0	     0	    26	    16	     0	    40	     0	     0	    40
ITEM_XARMORV_06                 	     0	     0	    32	    20	     0	    50	     0	     0	    45
ITEM_XARMORV_07                 	     0	     0	    38	    24	     0	    60	     0	     0	    50
ITEM_XARMORV_08                 	     0	     0	    44	    28	     0	    70	     0	     0	    55
ITEM_XARMORV_09                 	     0	     0	    50	    32	     0	    80	     0	     0	    60
ITEM_XARMORV_10                 	     0	     0	    56	    36	     0	    90	     0	     0	    65
ITEM_XARMORV_11                 	     0	     0	    62	    40	     0	   100	     0	     0	    70
ITEM_XARMORV_12                 	     0	     0	    68	    44	     0	   110	     0	     0	    75
ITEM_XARMORV_13                 	     0	     0	    74	    48	     0	   120	     0	     0	    80
ITEM_XARMORV_14                 	     0	     0	    80	    52	     0	   140	     0	     0	    85
ITEM_XARMORV_15                 	     0	     0	    86	    56	     0	   160	     0	     0	    90
ITEM_XARMORW_01                 	     0	     0	     2	     0	     0	     0	     0	     0	    20
ITEM_XARMORW_02                 	     0	     0	     8	     4	    10	     0	     0	     0	    25
ITEM_XARMORW_03                 	     0	     0	    14	     8	    20	     0	     0	     0	    30
ITEM_XARMORW_04                 	     0	     0	    20	    12	    30	     0	     0	     0	    35
ITEM_XARMORW_05                 	     0	     0	    26	    16	    40	     0	     0	     0	    40
ITEM_XARMORW_06                 	     0	     0	    32	    20	    50	     0	     0	     0	    45
ITEM_XARMORW_07                 	     0	     0	    38	    24	    60	     0	     0	     0	    50
ITEM_XARMORW_08                 	     0	     0	    44	    28	    70	     0	     0	     0	    55
ITEM_XARMORW_09                 	     0	     0	    50	    32	    80	     0	     0	     0	    60
ITEM_XARMORW_10                 	     0	     0	    56	    36	    90	     0	     0	     0	    65
ITEM_XARMORW_11                 	     0	     0	    62	    40	   100	     0	     0	     0	    70
ITEM_XARMORW_12                 	     0	     0	    68	    44	   110	     0	     0	     0	    75
ITEM_XARMORW_13                 	     0	     0	    74	    48	   120	     0	     0	     0	    80
ITEM_XARMORW_14                 	     0	     0	    80	    52	   140	     0	     0	     0	    85
ITEM_XARMORW_15                 	     0	     0	    86	    56	   160	     0	     0	     0	    90
ITEM_XBAT_01                    	     1	     3	     0	     4	     0	     0	    30	     0	    10
ITEM_XBAT_02                    	     1	     5	     0	     8	     0	     0	    40	     0	    15
ITEM_XBAT_03                    	     2	     7	     0	    12	     0	     0	    50	     0	    20
ITEM_XBAT_04                    	     3	     9	     0	    16	     0	     0	    60	     0	    25
ITEM_XBAT_05                    	     4	    11	     0	    20	     0	     0	    80	     0	    30
ITEM_XBAT_06                    	     5	    13	     0	    28	     0	     0	   100	     0	    35
ITEM_XBAT_07                    	     6	    15	     0	    32	     0	     0	   110	     0	    40
